timestamp,open,high,low,close,volume,pair
1586304000,6611.2,6832,6574.7,6784.9,6719.62195341,BTC/EUR
1586390400,6786.6,6790,6560,6688.5,6050.24394586,BTC/EUR
1586476800,6687.9,6694.8,6170.3,6284.1,8756.89039238,BTC/EUR
1586563200,6284.5,6366.6,6201,6311.2,2461.21113844,BTC/EUR
1586649600,6310,6600,6216.7,6330,4992.17853968,BTC/EUR
1586736000,6326.4,6333.5,6047.2,6280.2,6775.08005653,BTC/EUR
1586822400,6281.8,6380.9,6207.2,6265.6,5576.29819961,BTC/EUR
1586908800,6265.6,6330.1,6064,6087.9,6666.36132628,BTC/EUR
1586995200,6088,6635.9,5950.5,6547.8,13078.42299735,BTC/EUR
1587081600,6547.8,6597.9,6444.5,6475.7,4811.84143734,BTC/EUR
1587168000,6476,6720,6470.1,6687.7,3376.25379638,BTC/EUR
1587254400,6689,6699.7,6507,6567.6,2608.77883913,BTC/EUR
1587340800,6568.2,6650,6237.3,6305.7,8223.59218716,BTC/EUR
1587427200,6305.7,6425.6,6276,6319.3,6273.08641219,BTC/EUR
1587513600,6319.2,6620,6300,6590,6849.58651202,BTC/EUR
1587600000,6590.7,7150.8,6501.6,6935,10416.87937194,BTC/EUR
1587686400,6938.7,7080.6,6850.1,6938,6483.3658107,BTC/EUR
1587772800,6939.3,7120,6889.3,6987.4,3348.71620066,BTC/EUR
1587859200,6987.5,7129.9,6961,7121.9,4656.78289033,BTC/EUR
1587945600,7121.8,7216,7045.8,7202.9,6110.98396866,BTC/EUR
1588032000,7202.9,7206.5,7100,7178,4541.74508819,BTC/EUR
1588118400,7175.3,8267.3,7129,8074.9,20838.90095138,BTC/EUR
1588204800,8078.4,8737.2,7705,7902.3,21449.31850037,BTC/EUR
1588291200,7898.3,8288.3,7890.9,8030.3,6832.30409412,BTC/EUR
1588377600,8033.3,8201.3,7984,8179.3,3738.71986009,BTC/EUR
1588464000,8182.2,8370,7971.2,8129.6,6498.71720474,BTC/EUR
