timestamp,open,high,low,close,volume,pair
1591473600,8570.3,8610,8545,8570,387.7379095,BTC/EUR
1591488000,8567.5,8588,8537.1,8582.4,69.15432251,BTC/EUR
1591502400,8582.5,8600,8541.7,8560.3,229.86110625,BTC/EUR
1591516800,8560,8579.8,8493,8500,473.97086185,BTC/EUR
1591531200,8500,8527.2,8350,8435.3,1789.24351265,BTC/EUR
1591545600,8435.2,8666,8403.7,8659.9,967.27852418,BTC/EUR
1591560000,8659.1,8666,8580.8,8623.6,985.37876937,BTC/EUR
1591574400,8625.3,8655.2,8600.5,8619,149.76771131,BTC/EUR
1591588800,8618.9,8646.5,8597.4,8610.9,364.99868036,BTC/EUR
1591603200,8610.9,8666,8534.8,8638,983.4101687,BTC/EUR
1591617600,8638.1,8650.2,8556,8609.1,1092.49542698,BTC/EUR
1591632000,8610.5,8633,8574.7,8593.2,717.16154031,BTC/EUR
1591646400,8593.2,8657,8540,8641.9,1416.48265658,BTC/EUR
1591660800,8641.9,8700,8465,8566,1341.37655137,BTC/EUR
1591675200,8566.2,8608.1,8558.2,8596.4,339.58644913,BTC/EUR
1591689600,8596.5,8620,8551,8620,1017.41579076,BTC/EUR
1591704000,8620,8640,8554.7,8583.4,1232.39309999,BTC/EUR
1591718400,8583.4,8598,8559.6,8597.9,459.12413548,BTC/EUR
1591732800,8598,8674,8571.5,8629.5,722.80153678,BTC/EUR
1591747200,8633.9,8651.9,8600,8608.5,107.63941684,BTC/EUR
1591761600,8607.6,8636.6,8581,8599.3,486.04314576,BTC/EUR
1591776000,8599.3,8610.8,8560.3,8571.1,1396.40480061,BTC/EUR
1591790400,8571.1,8620.5,8562,8614.9,774.42988654,BTC/EUR
1591804800,8614.9,8764.4,8564,8660,2236.91805983,BTC/EUR
1591819200,8662.9,8715.1,8649,8705,477.26989132,BTC/EUR
1591833600,8705.8,8749.9,8677.2,8713.7,338.51383606,BTC/EUR
1591848000,8713.3,8729.9,8602.1,8640.1,704.64940858,BTC/EUR
1591862400,8640.2,8652,8590,8631,1005.20120659,BTC/EUR
1591876800,8630.9,8646,8364.3,8385.3,3413.29662578,BTC/EUR
1591891200,8385.3,8429.8,8025,8220,4785.32780569,BTC/EUR
1591905600,8220,8305,8166.3,8218.5,977.31620822,BTC/EUR
1591920000,8218.5,8305,8185.4,8280.7,854.64293529,BTC/EUR
1591934400,8282.8,8380.6,8275.1,8357,1144.81482256,BTC/EUR
1591948800,8353.4,8429.9,8347.3,8418.1,1321.01900615,BTC/EUR
1591963200,8417.9,8463.9,8351.3,8375.2,1456.64013237,BTC/EUR
1591977600,8374.3,8400,8301,8382.5,870.45389552,BTC/EUR
1591992000,8382.1,8428.4,8368.7,8413.5,290.21510696,BTC/EUR
1592006400,8413.6,8419.1,8360.5,8362.1,116.54963509,BTC/EUR
1592020800,8363.7,8392.9,8325,8388.9,222.72774564,BTC/EUR
1592035200,8389,8410,8350,8356.3,299.85175571,BTC/EUR
1592049600,8356.6,8406.8,8347.1,8389.7,334.78065682,BTC/EUR
1592064000,8389.8,8425,8341.8,8354.8,315.32646562,BTC/EUR
1592078400,8353.9,8410,8310,8410,352.12154268,BTC/EUR
1592092800,8410,8413,8371.6,8373.9,54.00279626,BTC/EUR
1592107200,8375.4,8385,8337.5,8355.6,93.66730567,BTC/EUR
1592121600,8358.9,8383.1,8343,8373.7,158.54858552,BTC/EUR
1592136000,8373.8,8379.4,8270.1,8362.8,379.57347956,BTC/EUR
1592150400,8359.9,8372.6,8320,8347.4,249.13176815,BTC/EUR
1592164800,8347.9,8358,8225,8293,676.96721261,BTC/EUR
1592179200,8293.8,8309,8117.2,8127.6,635.60385113,BTC/EUR
1592193600,8124.8,8183.7,7925,8123.6,2411.93049141,BTC/EUR
1592208000,8124.4,8148,8074.9,8111.8,2175.59514912,BTC/EUR
1592222400,8111.8,8280,8043.6,8270.7,2409.52062175,BTC/EUR
1592236800,8269.9,8367.3,8251.7,8333.5,1416.62341862,BTC/EUR
1592251200,8333.6,8397.8,8306.7,8313.8,1116.6412322,BTC/EUR
1592265600,8313.9,8432.2,8279.9,8432.1,349.16560622,BTC/EUR
1592280000,8432.1,8435,8340.7,8388,670.83197721,BTC/EUR
1592294400,8389.8,8442.6,8364,8422.8,1064.92760547,BTC/EUR
1592308800,8422.8,8495.5,8372.5,8403,1041.39684347,BTC/EUR
1592323200,8403,8447.1,8386,8433.5,719.03663303,BTC/EUR
1592337600,8437.2,8455.9,8425,8452.6,398.49231605,BTC/EUR
1592352000,8455.8,8458,8366.6,8397,106.20528909,BTC/EUR
1592366400,8397,8449,8370,8439.9,538.3374089,BTC/EUR
1592380800,8440,8459.7,8427.1,8439.2,805.02328341,BTC/EUR
1592395200,8439.2,8500,8360.1,8384.9,2144.48255683,BTC/EUR
1592409600,8383.9,8399.7,8188.8,8275,1086.59705321,BTC/EUR
1592424000,8275.1,8425,8215,8420.1,1072.55761176,BTC/EUR
1592438400,8421,8425,8361,8377.4,378.93201424,BTC/EUR
1592452800,8380.2,8410.3,8362,8404.2,492.45340226,BTC/EUR
1592467200,8405.7,8430,8353,8402.8,760.22340221,BTC/EUR
1592481600,8402.9,8420,8362.7,8380.5,877.82771697,BTC/EUR
1592496000,8380.3,8401.3,8375,8394.1,358.90968255,BTC/EUR
1591473600,9661,9728.1,9638,9672,471.46827116,BTC/USD
1591488000,9668.7,9702.3,9633,9684.5,283.9914752,BTC/USD
1591502400,9684.1,9714.6,9638.1,9656.1,126.71117994,BTC/USD
1591516800,9655,9678.5,9561,9572,354.86798179,BTC/USD
1591531200,9571.5,9596.7,9386.6,9488.9,1798.03802709,BTC/USD
1591545600,9487.5,9811,9458.4,9782.1,1158.3916196,BTC/USD
1591560000,9782.5,9812.4,9675.6,9757.7,1145.09460533,BTC/USD
1591574400,9755.7,9785,9710.3,9726.1,294.12649156,BTC/USD
1591588800,9725.1,9759,9723.2,9724.9,292.15786462,BTC/USD
1591603200,9724.9,9800,9626.8,9746.2,793.35207088,BTC/USD
1591617600,9746.3,9753.4,9661.1,9703.5,534.2780613,BTC/USD
1591632000,9704.4,9745.5,9666.3,9695.3,896.7220337,BTC/USD
1591646400,9695,9800,9680,9780.9,760.49047408,BTC/USD
1591660800,9782,9900.4,9560.3,9687.8,2507.48790713,BTC/USD
1591675200,9687.8,9712.6,9666.2,9682.6,263.08035307,BTC/USD
1591689600,9684.2,9729.7,9630,9729.7,448.44758928,BTC/USD
1591704000,9728.5,9750,9677.6,9734.9,992.07973454,BTC/USD
1591718400,9732.7,9744,9686.8,9731.5,571.93520639,BTC/USD
1591732800,9731.8,9845,9701,9778,1118.60432389,BTC/USD
1591747200,9778,9815,9750,9760.1,516.72709066,BTC/USD
1591761600,9760,9788.9,9727,9749.9,469.21353572,BTC/USD
1591776000,9750.9,9770.4,9701,9731.4,529.40622189,BTC/USD
1591790400,9731.4,9784.2,9721.7,9759.8,357.92668229,BTC/USD
1591804800,9760,10000,9680,9857.6,3148.65941537,BTC/USD
1591819200,9864.5,9909.9,9835.7,9892.4,813.23613106,BTC/USD
1591833600,9892.2,9990,9870,9898,976.75310393,BTC/USD
1591848000,9890.9,9911.5,9740.1,9798.5,1178.73889176,BTC/USD
1591862400,9795.8,9822,9753.9,9780.7,544.00395023,BTC/USD
1591876800,9780.7,9787.4,9492.7,9515,2786.43347687,BTC/USD
1591891200,9515.1,9549.4,9090.5,9272.9,5024.05790495,BTC/USD
1591905600,9272.9,9368,9217.4,9265.8,1719.17773549,BTC/USD
1591920000,9265.8,9385,9234,9353.6,533.3487432,BTC/USD
1591934400,9353.7,9458.2,9328.2,9433.9,691.48233751,BTC/USD
1591948800,9433.9,9505.9,9424.4,9499.2,811.02173691,BTC/USD
1591963200,9499.2,9545,9365,9412.5,1419.35126016,BTC/USD
1591977600,9415,9449,9306.1,9426.4,847.18885438,BTC/USD
1591992000,9428.2,9484.9,9411.3,9460,449.30592714,BTC/USD
1592006400,9459.9,9471,9389.9,9406.5,247.06830447,BTC/USD
1592020800,9401.7,9443.3,9358.8,9443.3,317.69634034,BTC/USD
1592035200,9443.2,9465.1,9391.1,9404.3,254.97648797,BTC/USD
1592049600,9405.4,9466.6,9392.7,9441.3,224.46352886,BTC/USD
1592064000,9441.3,9492.8,9364,9405.8,382.04084076,BTC/USD
1592078400,9401,9473.1,9353.8,9471,484.51656822,BTC/USD
1592092800,9472.9,9475,9425,9427.2,162.21340864,BTC/USD
1592107200,9427.1,9439,9375,9399.7,177.50320565,BTC/USD
1592121600,9397.2,9439,9393.1,9423.5,123.83847787,BTC/USD
1592136000,9424.4,9431.2,9310,9420,633.64310848,BTC/USD
1592150400,9420.1,9431.6,9364.2,9395.5,323.35772906,BTC/USD
1592164800,9395.5,9406.1,9230.6,9330.4,1254.95395793,BTC/USD
1592179200,9330.4,9359.8,9135.7,9150,1369.14742755,BTC/USD
1592193600,9150.1,9216,8905,9111.9,2944.30376526,BTC/USD
1592208000,9109,9144.1,9060.6,9101.4,724.89057146,BTC/USD
1592222400,9106.3,9315,9036.1,9303.8,1830.14858839,BTC/USD
1592236800,9304,9456,9283.9,9411.8,1636.78961646,BTC/USD
1592251200,9415.5,9499.9,9402.4,9425.3,1281.24267095,BTC/USD
1592265600,9425.3,9593,9385,9569,1563.65231894,BTC/USD
1592280000,9571,9580,9450.5,9499.4,714.58016448,BTC/USD
1592294400,9499.1,9542.9,9465.3,9508,517.94279684,BTC/USD
1592308800,9510.8,9587.6,9401.1,9446.9,1296.13862553,BTC/USD
1592323200,9447.8,9509.9,9435.1,9498.5,958.18244058,BTC/USD
1592337600,9498.5,9535.8,9481.1,9528.5,512.67650638,BTC/USD
1592352000,9527.5,9534.6,9412.3,9451.2,714.448019,BTC/USD
1592366400,9451.1,9521,9425.6,9507.8,531.23921497,BTC/USD
1592380800,9507.6,9514.3,9470,9471.2,193.09512683,BTC/USD
1592395200,9472,9556.8,9360.9,9387.3,1630.2858775,BTC/USD
1592409600,9387.3,9421.2,9301.1,9302.1,1047.03868804,BTC/USD
1592424000,9301,9464,9233.4,9453.1,1276.67126381,BTC/USD
1592438400,9453.1,9459.9,9391.1,9418.2,307.72166313,BTC/USD
1592452800,9418.4,9437.9,9397.7,9429.3,244.17654767,BTC/USD
1592467200,9429.3,9480,9380,9421.9,555.48291943,BTC/USD
1592481600,9421.9,9432.5,9371.3,9379.3,547.61033238,BTC/USD
