timestamp,open,high,low,close,volume,pair
1592435700,8395.7,8413.5,8392.7,8405.4,18.54605058,BTC/EUR
1592436600,8405.4,8420,8404.3,8419,5.23265319,BTC/EUR
1592437500,8419,8425,8414.9,8420.1,3.04902109,BTC/EUR
1592438400,8421,8425,8402.6,8402.6,2.47844925,BTC/EUR
1592439300,8402.6,8402.6,8371.6,8371.7,274.90772068,BTC/EUR
1592440200,8372.8,8378.1,8367.2,8377.4,5.67909735,BTC/EUR
1592441100,8377.3,8387.4,8370.7,8387.4,3.19998874,BTC/EUR
1592442000,8387.3,8390,8382.2,8390,15.19223465,BTC/EUR
1592442900,8390,8390,8383.3,8385.5,7.0175976,BTC/EUR
1592443800,8385.5,8386,8379,8382.8,4.33573498,BTC/EUR
1592444700,8383.1,8385.5,8374.9,8380.7,13.16287067,BTC/EUR
1592445600,8384.5,8386.5,8370.7,8370.8,11.78717295,BTC/EUR
1592446500,8370.8,8372.6,8361,8370.3,3.42028933,BTC/EUR
1592447400,8370.3,8376.8,8368.4,8372.1,0.88278119,BTC/EUR
1592448300,8372.1,8375.2,8367.3,8367.4,8.30976263,BTC/EUR
1592449200,8367.3,8370.6,8367.3,8370.6,17.23972601,BTC/EUR
1592450100,8370.6,8377.5,8370.6,8376,1.66142731,BTC/EUR
1592451000,8376,8377.4,8375.9,8377.4,0.72705,BTC/EUR
1592451900,8377.4,8386.2,8377.3,8377.4,8.909335,BTC/EUR
1592452800,8380.2,8380.3,8373.4,8375.5,4.95857728,BTC/EUR
1592453700,8373.1,8381.7,8371.2,8371.8,104.29560766,BTC/EUR
1592454600,8371.9,8376.1,8370.2,8376.1,5.66532392,BTC/EUR
1592455500,8376.1,8379.2,8365,8365,10.9523877,BTC/EUR
1592456400,8365,8366.6,8362,8362.4,18.85419026,BTC/EUR
1592457300,8362.2,8370.4,8362,8366.7,10.27322931,BTC/EUR
1592458200,8366.7,8375.6,8366.7,8372.3,7.32056831,BTC/EUR
1592459100,8371.8,8384,8371.8,8375.4,26.63855717,BTC/EUR
1592460000,8375,8378.3,8373.3,8374.3,23.81317147,BTC/EUR
1592460900,8374.3,8375.4,8369,8374,19.07987916,BTC/EUR
1592461800,8374,8397.6,8374,8396,47.19887206,BTC/EUR
1592462700,8396,8398,8390.1,8390.1,56.83027492,BTC/EUR
1592463600,8390.1,8399,8390.1,8398.9,22.58129607,BTC/EUR
1592464500,8398.9,8400,8398.8,8400,43.60956098,BTC/EUR
